1086.02674232738,1187.21714575071,1330.43858423344,2095.50542342305,2339.29574843433
1293.42160233521,1343.75615830034,1666.10376479199,2122.45746051521,2252.92168302385
638.584502239416,1229.3925476946,1680.27923508624,2138.0137892278,1984.33653137813
1137.9477312589,1246.52642158151,1613.29029522628,1992.55220391123,2447.65948563639
1051.00243837744,1218.07115472337,1625.24768831574,1932.79999705797,2101.33812070514
790.769872591156,1270.39235021959,1515.52919771208,2254.52266269863,2088.22864603096
930.625276431091,1216.26599099205,1715.68971197261,2064.83895670533,1972.22478653927
1054.81991464618,1645.97363645015,1464.00933566816,2326.32573723129,2182.45882229774
1572.54351035612,1013.33359516886,1472.57855186669,1952.1301350517,2183.56606257088
1443.10992478158,903.312146769649,1716.05401138048,2004.93746881481,2148.36534330281
784.018089574957,1017.49101685286,1869.84711631706,2327.40407223193,2065.66601810553
1485.5877546131,1025.06504700166,1538.17693288044,2325.21722347355,1934.31183914213
1116.06467599138,1130.62251256403,1519.1874538156,1935.35987912265,2681.99785167778
989.911220289655,1173.04481947593,1665.29182314004,2133.04195702418,2440.13447406626
1114.35886461218,1165.03463039575,1771.57698269782,2314.5778089444,2142.56133993426
967.205430672036,1286.6135097151,1754.87726258365,2313.23465186017,2181.61930728775
980.13690428539,1262.28259261492,1643.22328524043,1894.41684737339,2257.42418339511
1238.35161724567,1320.19663755013,1498.49495430579,2358.94014255092,2198.05802327749
1225.44551836808,1484.52094388656,1700.76210885254,2205.86300289871,2108.74243824037
1226.75078614874,1395.69000827741,1587.32259936775,2136.37543076323,2349.44556312111
1107.43954137729,994.679023263237,1820.31186649797,2063.90781908471,2017.86931303536
806.802092370394,827.367277394665,1374.68600161068,1945.441050031,2513.15811112426
1114.75818421261,1344.30903471227,1622.59706932924,2115.20285776191,1917.8832847394
1260.83764626636,906.297810602369,1806.35510319046,2058.92279985679,2148.26650722456
1078.22300324989,1210.6811058299,1520.81019221451,2469.6210248756,2339.61475082491
1165.55088158686,1205.67671773401,1500.02800762454,2130.4095555285,2218.86646250723
1116.30162134132,1556.34689250686,1450.61851295518,2072.25536095597,1959.5112328144
951.449452034237,1188.92571935647,1555.40401379101,2097.75538830788,2347.49363516524
1047.01943473547,1118.82830966168,1567.91600649717,2001.9618698219,2226.11918610374
874.034751398618,1237.7295476122,1621.8785861242,2431.48799106677,2069.65266578827
1142.14330108122,1239.32877630301,1458.66418262158,2201.9238536534,2264.59361417715
816.468782884936,1211.20723350669,1613.20606763588,2111.98302924743,2320.98518520559
828.980726693115,1102.62711838721,1503.38001631129,2279.7227509105,2549.51034915077
870.48020889202,1004.38505917014,1541.00347773455,2094.69952994774,2184.99479301489
528.914534080817,1250.64005772763,1465.89273238829,2084.36036713373,2152.92702576267
1230.14084685042,985.140922140491,1554.80399337468,2010.94081700059,2119.23110490054
1052.03048631299,1034.85050494845,2171.17884429989,2001.52015902691,1891.68015804809
879.211468932847,1412.9945416104,2145.20517862183,2356.72851353563,2283.42090674841
1219.24776641524,1132.97548879522,1783.50685757202,2222.95926946256,1871.2942121855
